"","sub","age","seq_cat","onset","offset","duration","syllable_total","tier"
"1",4,"5 months","sequence",310.48,312.58,2.09999999999997,2,"infant vocs"
"2",4,"5 months","sequence",383.4,387.92,4.52000000000004,3,"infant vocs"
"3",4,"5 months","sequence",565.5,571.29,5.78999999999996,2,"infant vocs"
"4",4,"5 months","sequence",575.14,578.74,3.60000000000002,2,"infant vocs"
"5",6,"5 months","sequence",554.96,556.21,1.25,2,"infant vocs"
"6",6,"5 months","sequence",933.985,935.305,1.31999999999994,2,"infant vocs"
"7",10,"5 months","sequence",656.826,659.242,2.41599999999994,2,"infant vocs"
"8",10,"5 months","sequence",684.239,687.109,2.87,2,"infant vocs"
"9",10,"5 months","sequence",822.263,823.946,1.68299999999999,2,"infant vocs"
"10",10,"5 months","sequence",833.75,835.94,2.19000000000005,2,"infant vocs"
"11",10,"5 months","sequence",845.221,847.217,1.99599999999998,2,"infant vocs"
"12",10,"5 months","sequence",856.212,858.297,2.08500000000004,2,"infant vocs"
"13",11,"5 months","sequence",295.42,301.1,5.68000000000001,3,"infant vocs"
"14",11,"5 months","sequence",870.615,873.915,3.29999999999995,2,"infant vocs"
"15",27,"5 months","sequence",37.13,38.32,1.19,2,"infant vocs"
"16",27,"5 months","sequence",126.39,127.68,1.29000000000001,2,"infant vocs"
"17",27,"5 months","sequence",375.05,377.795,2.745,2,"infant vocs"
"18",27,"5 months","sequence",382.941,383.9,0.959000000000003,2,"infant vocs"
"19",27,"5 months","sequence",626.55,629.91,3.36000000000001,3,"infant vocs"
"20",43,"5 months","sequence",119.898,121.353,1.455,2,"infant vocs"
"21",43,"5 months","sequence",162.74,164.67,1.92999999999998,2,"infant vocs"
"22",43,"5 months","sequence",171.05,172.14,1.08999999999997,2,"infant vocs"
"23",47,"5 months","sequence",207.395,209.935,2.53999999999999,2,"infant vocs"
"24",53,"5 months","sequence",10.71,11.71,1,2,"infant vocs"
"25",53,"5 months","sequence",837.92,843.165,5.245,2,"infant vocs"
"26",53,"5 months","sequence",856.08,861,4.91999999999996,3,"infant vocs"
"27",59,"5 months","sequence",380.961,382.157,1.19599999999997,2,"infant vocs"
"28",59,"5 months","sequence",642.964,645.369,2.40499999999997,2,"infant vocs"
"29",59,"5 months","sequence",650.562,651.744,1.18200000000002,2,"infant vocs"
"30",64,"5 months","sequence",877.54,878.25,0.710000000000036,2,"infant vocs"
"31",64,"5 months","sequence",928.99,931.27,2.27999999999997,2,"infant vocs"
"32",71,"5 months","sequence",396.176,400.28,4.10399999999998,2,"infant vocs"
"33",71,"5 months","sequence",402.141,406.398,4.257,2,"infant vocs"
"34",71,"5 months","sequence",408.05,408.77,0.71999999999997,2,"infant vocs"
"35",71,"5 months","sequence",435.866,437.43,1.56400000000002,2,"infant vocs"
"36",71,"5 months","sequence",451.068,452.347,1.279,2,"infant vocs"
"37",71,"5 months","sequence",525.56,526.98,1.42000000000007,2,"infant vocs"
"38",71,"5 months","sequence",566.583,569.451,2.86800000000005,2,"infant vocs"
"39",71,"5 months","sequence",690.646,694.49,3.84400000000005,2,"infant vocs"
"40",71,"5 months","sequence",868.05,870.76,2.71000000000004,2,"infant vocs"
"41",74,"5 months","sequence",343.87,346.33,2.45999999999998,2,"infant vocs"
"42",75,"5 months","sequence",460.85,461.93,1.07999999999998,2,"infant vocs"
"43",75,"5 months","sequence",769.83,771.23,1.39999999999998,3,"infant vocs"
"44",87,"5 months","sequence",60.232,61.783,1.551,2,"infant vocs"
"45",87,"5 months","sequence",234.417,236.166,1.749,2,"infant vocs"
"46",87,"5 months","sequence",326.084,328.66,2.57600000000002,2,"infant vocs"
"47",87,"5 months","sequence",407.093,408.91,1.81700000000001,2,"infant vocs"
"48",87,"5 months","sequence",476.49,480.902,4.41199999999998,3,"infant vocs"
"49",87,"5 months","sequence",581.22,583.26,2.03999999999996,2,"infant vocs"
"50",87,"5 months","sequence",586.827,589.32,2.49300000000005,2,"infant vocs"
"51",87,"5 months","sequence",612.12,613.81,1.68999999999994,2,"infant vocs"
"52",87,"5 months","sequence",615.047,619.38,4.33299999999997,2,"infant vocs"
"53",87,"5 months","sequence",642.159,652.71,10.551,6,"infant vocs"
"54",87,"5 months","sequence",657.78,659.69,1.91000000000008,2,"infant vocs"
"55",87,"5 months","sequence",673.2,676.39,3.18999999999994,2,"infant vocs"
"56",87,"5 months","sequence",694.809,705.4,10.591,6,"infant vocs"
"57",87,"5 months","sequence",706.96,718.41,11.4499999999999,8,"infant vocs"
"58",87,"5 months","sequence",719.52,724.91,5.38999999999999,4,"infant vocs"
"59",87,"5 months","sequence",767.669,768.94,1.27100000000007,2,"infant vocs"
"60",87,"5 months","sequence",802.442,805.21,2.76800000000003,2,"infant vocs"
"61",87,"5 months","sequence",887.24,889.848,2.60799999999995,2,"infant vocs"
"62",91,"5 months","sequence",134.075,134.985,0.910000000000025,2,"infant vocs"
"63",91,"5 months","sequence",427.445,430.375,2.93000000000001,2,"infant vocs"
"64",91,"5 months","sequence",471.8,473.33,1.52999999999997,2,"infant vocs"
"65",91,"5 months","sequence",626.97,628.545,1.57499999999993,2,"infant vocs"
"66",94,"5 months","sequence",81.9,83.94,2.03999999999999,2,"infant vocs"
"67",94,"5 months","sequence",167.71,174.78,7.06999999999999,3,"infant vocs"
"68",94,"5 months","sequence",184.56,189.61,5.05000000000001,3,"infant vocs"
"69",94,"5 months","sequence",437.14,445.72,8.58000000000004,4,"infant vocs"
"70",94,"5 months","sequence",558.126,562.5,4.37400000000002,4,"infant vocs"
"71",94,"5 months","sequence",563.52,570.81,7.28999999999996,3,"infant vocs"
"72",94,"5 months","sequence",618.34,622.07,3.73000000000002,3,"infant vocs"
"73",94,"5 months","sequence",663.78,667.93,4.14999999999998,4,"infant vocs"
"74",96,"5 months","sequence",124.42,125.29,0.870000000000005,2,"infant vocs"
"75",96,"5 months","sequence",141.38,142.87,1.49000000000001,2,"infant vocs"
"76",96,"5 months","sequence",175.92,177.92,2,2,"infant vocs"
"77",96,"5 months","sequence",736.83,742.5,5.66999999999996,2,"infant vocs"
"78",96,"5 months","sequence",759.18,760.85,1.67000000000007,2,"infant vocs"
"79",96,"5 months","sequence",872.01,875.38,3.37,2,"infant vocs"
"80",96,"5 months","sequence",897.66,900.75,3.09000000000003,2,"infant vocs"
"81",97,"5 months","sequence",814.922,820.47,5.548,6,"infant vocs"
"82",99,"5 months","sequence",269.915,272.105,2.19,2,"infant vocs"
"83",99,"5 months","sequence",326.8,328.64,1.83999999999997,2,"infant vocs"
"84",99,"5 months","sequence",666.2,675.44,9.24000000000001,6,"infant vocs"
"85",99,"5 months","sequence",698.04,699.78,1.74000000000001,2,"infant vocs"
"86",99,"5 months","sequence",845.99,851.89,5.89999999999998,3,"infant vocs"
"87",99,"5 months","sequence",858.03,864.55,6.51999999999998,5,"infant vocs"
"88",99,"5 months","sequence",901.13,904.22,3.09000000000003,2,"infant vocs"
"89",101,"5 months","sequence",170.932,174.187,3.25500000000002,3,"infant vocs"
"90",101,"5 months","sequence",469.946,471.449,1.50299999999999,2,"infant vocs"
"91",101,"5 months","sequence",493.056,493.666,0.610000000000014,2,"infant vocs"
"92",101,"5 months","sequence",568.768,570.697,1.92899999999997,2,"infant vocs"
"93",101,"5 months","sequence",600.796,603.134,2.33799999999997,2,"infant vocs"
"94",101,"5 months","sequence",608.701,611.244,2.54300000000001,3,"infant vocs"
"95",101,"5 months","sequence",622.611,627.09,4.47900000000004,4,"infant vocs"
"96",101,"5 months","sequence",634.721,636.69,1.96900000000005,4,"infant vocs"
"97",101,"5 months","sequence",651.763,652.621,0.857999999999947,2,"infant vocs"
"98",101,"5 months","sequence",657.29,661.586,4.29600000000005,5,"infant vocs"
"99",101,"5 months","sequence",664.466,666.048,1.58199999999999,2,"infant vocs"
"100",101,"5 months","sequence",671.12,673.004,1.88400000000001,3,"infant vocs"
"101",101,"5 months","sequence",676.73,679.079,2.34899999999993,3,"infant vocs"
"102",101,"5 months","sequence",737.054,740.585,3.53100000000006,3,"infant vocs"
"103",101,"5 months","sequence",780.318,781.194,0.875999999999976,2,"infant vocs"
"104",101,"5 months","sequence",783.304,783.764,0.460000000000036,2,"infant vocs"
"105",101,"5 months","sequence",797.638,800.695,3.05700000000002,3,"infant vocs"
"106",101,"5 months","sequence",832.212,833.113,0.901000000000067,2,"infant vocs"
"107",101,"5 months","sequence",855.484,858.017,2.53300000000002,3,"infant vocs"
"108",101,"5 months","sequence",863.756,864.979,1.22300000000007,2,"infant vocs"
"109",101,"5 months","sequence",893.162,894.769,1.60699999999997,2,"infant vocs"
"110",101,"5 months","sequence",1008.821,1013.05,4.22899999999993,4,"infant vocs"
"111",105,"5 months","sequence",129.05,132.555,3.505,2,"infant vocs"
"112",105,"5 months","sequence",563.67,572.04,8.37,2,"infant vocs"
"113",105,"5 months","sequence",757.227,764.485,7.25800000000004,7,"infant vocs"
"114",106,"5 months","sequence",525.414,528.039,2.625,2,"infant vocs"
"115",106,"5 months","sequence",542.274,545.379,3.10500000000002,3,"infant vocs"
"116",106,"5 months","sequence",559.794,561.274,1.48000000000002,2,"infant vocs"
"117",106,"5 months","sequence",714.764,716.384,1.62,2,"infant vocs"
"118",106,"5 months","sequence",743.283,744.299,1.01599999999996,2,"infant vocs"
"119",106,"5 months","sequence",750.535,752.141,1.60599999999999,2,"infant vocs"
"120",106,"5 months","sequence",809.457,810.968,1.51099999999997,2,"infant vocs"
"121",106,"5 months","sequence",890.944,891.901,0.956999999999994,2,"infant vocs"
"122",106,"5 months","sequence",900.317,902.2,1.88300000000004,2,"infant vocs"
"123",106,"5 months","sequence",918.39,920.239,1.84900000000005,2,"infant vocs"
"124",106,"5 months","sequence",937.032,944.276,7.24399999999991,4,"infant vocs"
"125",113,"5 months","sequence",27.66,35.46,7.8,3,"infant vocs"
"126",113,"5 months","sequence",201.82,211.885,10.065,2,"infant vocs"
"127",113,"5 months","sequence",366.005,371.325,5.31999999999999,2,"infant vocs"
"128",113,"5 months","sequence",475.92,483.07,7.14999999999998,2,"infant vocs"
"129",113,"5 months","sequence",490.41,492.34,1.92999999999995,2,"infant vocs"
"130",113,"5 months","sequence",682.21,684.38,2.16999999999996,2,"infant vocs"
"131",113,"5 months","sequence",759.315,763.195,3.88,2,"infant vocs"
"132",113,"5 months","sequence",768.51,769.63,1.12,2,"infant vocs"
"133",113,"5 months","sequence",787.74,790.08,2.34000000000003,4,"infant vocs"
"134",115,"5 months","sequence",337,339.22,2.22000000000003,3,"infant vocs"
"135",115,"5 months","sequence",476.432,477.652,1.21999999999997,2,"infant vocs"
"136",118,"5 months","sequence",46.575,47.64,1.065,2,"infant vocs"
"137",118,"5 months","sequence",305.45,306.19,0.740000000000009,2,"infant vocs"
"138",118,"5 months","sequence",320.425,321.66,1.23500000000001,2,"infant vocs"
"139",118,"5 months","sequence",390.385,391.365,0.980000000000018,2,"infant vocs"
"140",118,"5 months","sequence",427.4,428.735,1.33500000000004,2,"infant vocs"
"141",118,"5 months","sequence",916.31,918.72,2.41000000000008,2,"infant vocs"
"142",6,"10 months","sequence",618.615,620.9,2.28499999999997,2,"infant vocs"
"143",6,"10 months","sequence",653.59,655.51,1.91999999999996,3,"infant vocs"
"144",6,"10 months","sequence",667.335,668.805,1.46999999999991,2,"infant vocs"
"145",6,"10 months","sequence",730.571,732.881,2.30999999999995,2,"infant vocs"
"146",6,"10 months","sequence",757.376,760.866,3.49000000000001,3,"infant vocs"
"147",6,"10 months","sequence",773.646,777.661,4.01499999999999,2,"infant vocs"
"148",6,"10 months","sequence",790.656,792.856,2.20000000000005,2,"infant vocs"
"149",6,"10 months","sequence",830.996,832.95,1.95400000000006,2,"infant vocs"
"150",6,"10 months","sequence",836.121,837.04,0.918999999999983,2,"infant vocs"
"151",6,"10 months","sequence",856.741,858.326,1.58500000000004,2,"infant vocs"
"152",6,"10 months","sequence",886.656,892.736,6.08000000000004,4,"infant vocs"
"153",6,"10 months","sequence",903.316,905.696,2.38,2,"infant vocs"
"154",6,"10 months","sequence",909.581,912.926,3.34500000000003,2,"infant vocs"
"155",6,"10 months","sequence",924.327,926.252,1.92499999999995,2,"infant vocs"
"156",6,"10 months","sequence",927.519,931.562,4.04300000000001,8,"infant vocs"
"157",6,"10 months","sequence",943.588,944.532,0.944000000000074,2,"infant vocs"
"158",6,"10 months","sequence",949.499,950.969,1.47000000000003,2,"infant vocs"
"159",6,"10 months","sequence",952.425,955.403,2.97800000000007,3,"infant vocs"
"160",6,"10 months","sequence",960.902,962.381,1.47899999999993,3,"infant vocs"
"161",6,"10 months","sequence",967.091,970.802,3.71100000000001,2,"infant vocs"
"162",6,"10 months","sequence",977.167,979.732,2.56499999999994,5,"infant vocs"
"163",6,"10 months","sequence",996.331,996.679,0.347999999999956,2,"infant vocs"
"164",6,"10 months","sequence",997.949,998.21,0.261000000000081,2,"infant vocs"
"165",6,"10 months","sequence",999.912,1000.129,0.216999999999985,2,"infant vocs"
"166",6,"10 months","sequence",1074.616,1074.932,0.316000000000031,2,"infant vocs"
"167",6,"10 months","sequence",1087.132,1088.383,1.25099999999998,2,"infant vocs"
"168",6,"10 months","sequence",1120.036,1123.664,3.62799999999993,3,"infant vocs"
"169",6,"10 months","sequence",1137.601,1139.545,1.94399999999996,2,"infant vocs"
"170",6,"10 months","sequence",1145.465,1145.918,0.452999999999975,2,"infant vocs"
"171",6,"10 months","sequence",1159.311,1160.248,0.937000000000126,2,"infant vocs"
"172",6,"10 months","sequence",1261.872,1262.623,0.750999999999976,2,"infant vocs"
"173",6,"10 months","sequence",1281.116,1285.011,3.89499999999998,3,"infant vocs"
"174",6,"10 months","sequence",1356.918,1358.699,1.78100000000018,3,"infant vocs"
"175",6,"10 months","sequence",1407.551,1409.051,1.5,3,"infant vocs"
"176",6,"10 months","sequence",1428.423,1430.609,2.18599999999992,3,"infant vocs"
"177",6,"10 months","sequence",1436.441,1439.104,2.66300000000001,2,"infant vocs"
"178",6,"10 months","sequence",1446.708,1447.199,0.490999999999985,2,"infant vocs"
"179",6,"10 months","sequence",1450.85,1453.727,2.87700000000018,3,"infant vocs"
"180",6,"10 months","sequence",1469.579,1472.424,2.84500000000003,2,"infant vocs"
"181",6,"10 months","sequence",1491.068,1493.267,2.19900000000007,2,"infant vocs"
"182",6,"10 months","sequence",1497.898,1499.04,1.14200000000005,3,"infant vocs"
"183",10,"10 months","sequence",736.559,737.624,1.06500000000005,2,"infant vocs"
"184",10,"10 months","sequence",745.929,748.745,2.81600000000003,3,"infant vocs"
"185",10,"10 months","sequence",779.187,779.904,0.716999999999985,2,"infant vocs"
"186",10,"10 months","sequence",781.123,782.671,1.548,2,"infant vocs"
"187",10,"10 months","sequence",787.195,789.531,2.3359999999999,2,"infant vocs"
"188",10,"10 months","sequence",792.643,795.659,3.01599999999996,2,"infant vocs"
"189",10,"10 months","sequence",796.886,801.141,4.255,4,"infant vocs"
"190",10,"10 months","sequence",802.44,807.56,5.11999999999989,4,"infant vocs"
"191",10,"10 months","sequence",808.595,811.098,2.50299999999993,2,"infant vocs"
"192",10,"10 months","sequence",831.737,833.45,1.71300000000008,2,"infant vocs"
"193",10,"10 months","sequence",871.349,873.145,1.79599999999994,2,"infant vocs"
"194",10,"10 months","sequence",1060.828,1061.42,0.592000000000098,2,"infant vocs"
"195",10,"10 months","sequence",1253.997,1254.524,0.526999999999816,2,"infant vocs"
"196",10,"10 months","sequence",1275.446,1280.37,4.92399999999998,3,"infant vocs"
"197",10,"10 months","sequence",1357.447,1360.245,2.798,3,"infant vocs"
"198",10,"10 months","sequence",1371.122,1371.357,0.2349999999999,2,"infant vocs"
"199",11,"10 months","sequence",982.751,984.941,2.19000000000005,2,"infant vocs"
"200",11,"10 months","sequence",992.196,994.096,1.89999999999998,2,"infant vocs"
"201",11,"10 months","sequence",1044.279,1044.779,0.5,2,"infant vocs"
"202",11,"10 months","sequence",1306.155,1307.976,1.82100000000014,2,"infant vocs"
"203",27,"10 months","sequence",882.616,885.061,2.44500000000005,2,"infant vocs"
"204",27,"10 months","sequence",891.471,893.731,2.25999999999999,2,"infant vocs"
"205",27,"10 months","sequence",935.366,938.266,2.89999999999998,3,"infant vocs"
"206",27,"10 months","sequence",945.526,947.771,2.245,3,"infant vocs"
"207",27,"10 months","sequence",1050.281,1052.006,1.72500000000014,2,"infant vocs"
"208",27,"10 months","sequence",1238.351,1239.321,0.9699999999998,2,"infant vocs"
"209",27,"10 months","sequence",1245.616,1248.411,2.79500000000007,3,"infant vocs"
"210",27,"10 months","sequence",1301.111,1302.911,1.79999999999995,2,"infant vocs"
"211",27,"10 months","sequence",1400.856,1403.366,2.50999999999999,2,"infant vocs"
"212",28,"10 months","sequence",600.26,601.49,1.23000000000002,2,"infant vocs"
"213",28,"10 months","sequence",630.91,632.86,1.95000000000005,2,"infant vocs"
"214",28,"10 months","sequence",652.685,653.355,0.670000000000073,2,"infant vocs"
"215",28,"10 months","sequence",807.565,808.9,1.33499999999992,2,"infant vocs"
"216",28,"10 months","sequence",868.12,869.05,0.92999999999995,2,"infant vocs"
"217",28,"10 months","sequence",958.6,960.91,2.30999999999995,2,"infant vocs"
"218",28,"10 months","sequence",964.145,965.365,1.22000000000003,2,"infant vocs"
"219",28,"10 months","sequence",1078.08,1078.87,0.789999999999964,2,"infant vocs"
"220",28,"10 months","sequence",1080.215,1081.155,0.940000000000055,2,"infant vocs"
"221",28,"10 months","sequence",1096.8,1097.76,0.960000000000036,2,"infant vocs"
"222",28,"10 months","sequence",1318.125,1321.98,3.85500000000002,4,"infant vocs"
"223",28,"10 months","sequence",1340.665,1342.855,2.19000000000005,2,"infant vocs"
"224",28,"10 months","sequence",1344.72,1345.74,1.01999999999998,2,"infant vocs"
"225",43,"10 months","sequence",626.727,628.263,1.53600000000006,2,"infant vocs"
"226",43,"10 months","sequence",834.624,836.482,1.85799999999995,2,"infant vocs"
"227",43,"10 months","sequence",851.561,851.829,0.267999999999915,2,"infant vocs"
"228",43,"10 months","sequence",974.736,975.859,1.12300000000005,2,"infant vocs"
"229",43,"10 months","sequence",1114.028,1115.267,1.23900000000003,2,"infant vocs"
"230",43,"10 months","sequence",1164.983,1165.635,0.652000000000044,2,"infant vocs"
"231",43,"10 months","sequence",1306.202,1307.027,0.825000000000045,2,"infant vocs"
"232",43,"10 months","sequence",1406.677,1407.185,0.508000000000038,2,"infant vocs"
"233",47,"10 months","sequence",713.42,718.675,5.255,2,"infant vocs"
"234",47,"10 months","sequence",807.66,808.39,0.730000000000018,2,"infant vocs"
"235",47,"10 months","sequence",912.04,916.33,4.29000000000008,3,"infant vocs"
"236",47,"10 months","sequence",954.96,956.19,1.23000000000002,2,"infant vocs"
"237",47,"10 months","sequence",1010.095,1013.565,3.47000000000003,2,"infant vocs"
"238",47,"10 months","sequence",1034.43,1039.77,5.33999999999992,6,"infant vocs"
"239",47,"10 months","sequence",1107.22,1108.96,1.74000000000001,2,"infant vocs"
"240",47,"10 months","sequence",1119.49,1121.45,1.96000000000004,4,"infant vocs"
"241",47,"10 months","sequence",1250.532,1251.182,0.650000000000091,2,"infant vocs"
"242",47,"10 months","sequence",1252.707,1254.66,1.95299999999997,2,"infant vocs"
"243",47,"10 months","sequence",1255.977,1259.507,3.52999999999997,5,"infant vocs"
"244",47,"10 months","sequence",1260.757,1264.667,3.90999999999985,4,"infant vocs"
"245",47,"10 months","sequence",1301.877,1304.013,2.13599999999997,3,"infant vocs"
"246",47,"10 months","sequence",1315.11,1318.453,3.34300000000007,2,"infant vocs"
"247",47,"10 months","sequence",1384.512,1388.928,4.41600000000017,3,"infant vocs"
"248",47,"10 months","sequence",1445.399,1452.514,7.11500000000001,8,"infant vocs"
"249",47,"10 months","sequence",1458.863,1463.485,4.62199999999984,3,"infant vocs"
"250",47,"10 months","sequence",1464.741,1468.155,3.41399999999999,3,"infant vocs"
"251",47,"10 months","sequence",1475.69,1479.114,3.42399999999998,3,"infant vocs"
"252",48,"10 months","sequence",711.979,712.282,0.302999999999997,2,"infant vocs"
"253",48,"10 months","sequence",801.375,804.785,3.40999999999997,3,"infant vocs"
"254",48,"10 months","sequence",806.274,809.685,3.41099999999994,4,"infant vocs"
"255",48,"10 months","sequence",1024.547,1025.522,0.974999999999909,2,"infant vocs"
"256",48,"10 months","sequence",1031.706,1033.01,1.30400000000009,3,"infant vocs"
"257",48,"10 months","sequence",1053.388,1054.332,0.944000000000187,2,"infant vocs"
"258",48,"10 months","sequence",1158.535,1159.036,0.500999999999976,2,"infant vocs"
"259",48,"10 months","sequence",1190.739,1192.127,1.38799999999992,2,"infant vocs"
"260",48,"10 months","sequence",1262.742,1263.72,0.978000000000065,2,"infant vocs"
"261",48,"10 months","sequence",1323.535,1326.288,2.75299999999993,3,"infant vocs"
"262",48,"10 months","sequence",1379.364,1383.824,4.46000000000004,7,"infant vocs"
"263",48,"10 months","sequence",1392.634,1395.268,2.63400000000001,3,"infant vocs"
"264",48,"10 months","sequence",1399.392,1400.86,1.46799999999985,2,"infant vocs"
"265",48,"10 months","sequence",1402.541,1405.877,3.33600000000001,3,"infant vocs"
"266",48,"10 months","sequence",1414.193,1417.279,3.08600000000001,4,"infant vocs"
"267",48,"10 months","sequence",1421.148,1422.381,1.23300000000017,2,"infant vocs"
"268",48,"10 months","sequence",1438.744,1440.259,1.5150000000001,2,"infant vocs"
"269",48,"10 months","sequence",1457.217,1457.685,0.467999999999847,2,"infant vocs"
"270",48,"10 months","sequence",1478.486,1478.998,0.511999999999944,2,"infant vocs"
"271",53,"10 months","sequence",631.36,635.33,3.97000000000003,2,"infant vocs"
"272",53,"10 months","sequence",873.076,876.736,3.65999999999997,2,"infant vocs"
"273",53,"10 months","sequence",878.296,883.261,4.96499999999992,2,"infant vocs"
"274",53,"10 months","sequence",1257.929,1261.074,3.14499999999998,2,"infant vocs"
"275",53,"10 months","sequence",1377.665,1382.21,4.54500000000007,2,"infant vocs"
"276",53,"10 months","sequence",1451.743,1453.115,1.37200000000007,2,"infant vocs"
"277",53,"10 months","sequence",1462.926,1464.595,1.6690000000001,2,"infant vocs"
"278",53,"10 months","sequence",1474.386,1480.506,6.12000000000012,4,"infant vocs"
"279",53,"10 months","sequence",1496.967,1499.372,2.40499999999997,3,"infant vocs"
"280",59,"10 months","sequence",628.031,629.551,1.5200000000001,2,"infant vocs"
"281",59,"10 months","sequence",791.506,792.756,1.25,2,"infant vocs"
"282",59,"10 months","sequence",808.346,809.966,1.62,2,"infant vocs"
"283",59,"10 months","sequence",874.156,875.166,1.0100000000001,2,"infant vocs"
"284",59,"10 months","sequence",891.146,891.766,0.620000000000005,2,"infant vocs"
"285",59,"10 months","sequence",901.731,903.966,2.23500000000001,3,"infant vocs"
"286",59,"10 months","sequence",913.161,916.596,3.43500000000006,5,"infant vocs"
"287",59,"10 months","sequence",975.621,976.421,0.800000000000068,2,"infant vocs"
"288",59,"10 months","sequence",989.151,991.531,2.38,2,"infant vocs"
"289",59,"10 months","sequence",1001.641,1004.531,2.88999999999999,2,"infant vocs"
"290",59,"10 months","sequence",1186.471,1188.741,2.26999999999998,2,"infant vocs"
"291",59,"10 months","sequence",1277.151,1277.751,0.599999999999909,2,"infant vocs"
"292",59,"10 months","sequence",1294.606,1297.166,2.55999999999995,2,"infant vocs"
"293",59,"10 months","sequence",1313.171,1314.116,0.944999999999936,2,"infant vocs"
"294",59,"10 months","sequence",1414.311,1416.376,2.06500000000005,2,"infant vocs"
"295",59,"10 months","sequence",1417.496,1420.621,3.125,3,"infant vocs"
"296",59,"10 months","sequence",1436.341,1439.051,2.71000000000004,4,"infant vocs"
"297",59,"10 months","sequence",1440.401,1442.421,2.01999999999998,3,"infant vocs"
"298",59,"10 months","sequence",1454.886,1458.441,3.55500000000006,4,"infant vocs"
"299",64,"10 months","sequence",749.115,751.442,2.327,3,"infant vocs"
"300",64,"10 months","sequence",850.727,852.722,1.995,2,"infant vocs"
"301",64,"10 months","sequence",893.722,901.887,8.16499999999996,7,"infant vocs"
"302",64,"10 months","sequence",1012.172,1014.132,1.95999999999992,2,"infant vocs"
"303",64,"10 months","sequence",1051.502,1052.162,0.660000000000082,2,"infant vocs"
"304",64,"10 months","sequence",1121.752,1122.957,1.20500000000015,2,"infant vocs"
"305",64,"10 months","sequence",1148.002,1148.722,0.720000000000027,2,"infant vocs"
"306",64,"10 months","sequence",1239.121,1240.391,1.26999999999998,2,"infant vocs"
"307",64,"10 months","sequence",1241.434,1242.452,1.01800000000003,2,"infant vocs"
"308",64,"10 months","sequence",1291.376,1292.162,0.786000000000058,2,"infant vocs"
"309",64,"10 months","sequence",1299.314,1300.646,1.33199999999988,2,"infant vocs"
"310",64,"10 months","sequence",1316.012,1318.285,2.27300000000014,2,"infant vocs"
"311",71,"10 months","sequence",680.445,681.115,0.669999999999959,2,"infant vocs"
"312",71,"10 months","sequence",739.82,741.27,1.44999999999993,2,"infant vocs"
"313",71,"10 months","sequence",866.985,868.02,1.03499999999997,2,"infant vocs"
"314",71,"10 months","sequence",930.635,931.935,1.29999999999995,2,"infant vocs"
"315",71,"10 months","sequence",1158.5,1161.8,3.29999999999995,4,"infant vocs"
"316",71,"10 months","sequence",1189.831,1193.612,3.78100000000018,4,"infant vocs"
"317",71,"10 months","sequence",1217.975,1220.008,2.03300000000013,4,"infant vocs"
"318",71,"10 months","sequence",1228.761,1229.993,1.23199999999997,2,"infant vocs"
"319",71,"10 months","sequence",1248.272,1251.134,2.86200000000008,2,"infant vocs"
"320",71,"10 months","sequence",1253.163,1256.284,3.12100000000009,3,"infant vocs"
"321",71,"10 months","sequence",1318.309,1319.587,1.27800000000002,2,"infant vocs"
"322",71,"10 months","sequence",1340.661,1345.257,4.596,4,"infant vocs"
"323",71,"10 months","sequence",1350.906,1353.218,2.31200000000013,2,"infant vocs"
"324",71,"10 months","sequence",1386.044,1388.504,2.45999999999981,3,"infant vocs"
"325",71,"10 months","sequence",1458.465,1459.554,1.08900000000017,2,"infant vocs"
"326",72,"10 months","sequence",675.88,677.623,1.74300000000005,2,"infant vocs"
"327",72,"10 months","sequence",715.75,717.15,1.39999999999998,2,"infant vocs"
"328",72,"10 months","sequence",832.575,834.099,1.524,2,"infant vocs"
"329",72,"10 months","sequence",899.243,899.893,0.649999999999977,2,"infant vocs"
"330",72,"10 months","sequence",1188.179,1189.995,1.8159999999998,3,"infant vocs"
"331",72,"10 months","sequence",1303.7,1305.317,1.61699999999996,2,"infant vocs"
"332",72,"10 months","sequence",1314.911,1320.239,5.32799999999997,2,"infant vocs"
"333",72,"10 months","sequence",1326.6,1327.517,0.917000000000144,2,"infant vocs"
"334",72,"10 months","sequence",1351.325,1353.159,1.83400000000006,2,"infant vocs"
"335",72,"10 months","sequence",1387.725,1392.483,4.75800000000004,2,"infant vocs"
"336",72,"10 months","sequence",1396.031,1398.196,2.16499999999996,2,"infant vocs"
"337",74,"10 months","sequence",623.375,623.705,0.330000000000041,2,"infant vocs"
"338",74,"10 months","sequence",680.875,681.435,0.559999999999945,2,"infant vocs"
"339",74,"10 months","sequence",692.33,694.31,1.9799999999999,3,"infant vocs"
"340",74,"10 months","sequence",712.29,713.13,0.840000000000032,2,"infant vocs"
"341",74,"10 months","sequence",775.602,778.914,3.31200000000001,3,"infant vocs"
"342",74,"10 months","sequence",782.898,784.194,1.29599999999994,2,"infant vocs"
"343",74,"10 months","sequence",794.968,795.511,0.543000000000006,2,"infant vocs"
"344",74,"10 months","sequence",800.489,801.785,1.29599999999994,2,"infant vocs"
"345",74,"10 months","sequence",815.019,815.719,0.700000000000045,2,"infant vocs"
"346",74,"10 months","sequence",826.342,827.646,1.30399999999997,2,"infant vocs"
"347",74,"10 months","sequence",910.135,910.501,0.365999999999985,2,"infant vocs"
