,bird_ID,motif_ID,motif_onset,motif_offset,motif_duration,condition,Brother_ID,syllable_count,syll_per_sec,age
30,MBL-R,motif1,0.312033,3.206571,2.894538,Yoked,1_B,27,9.327913470128912,forty-five
31,MBL-R,motif10,0.109693,2.517476,2.407783,Yoked,1_B,30,12.45959457309899,forty-five
32,MBL-R,motif2,0.095537,2.629574,2.5340369999999997,Yoked,1_B,29,11.444189646796792,forty-five
33,MBL-R,motif3,0.229881,2.535859,2.3059779999999996,Yoked,1_B,27,11.70869800145535,forty-five
34,MBL-R,motif4,0.098764,3.189354,3.0905899999999997,Yoked,1_B,31,10.030447260878992,forty-five
35,MBL-R,motif5,0.077889,1.98084,1.9029509999999998,Yoked,1_B,16,8.407993689800737,forty-five
36,MBL-R,motif6,0.218777,2.817827,2.59905,Yoked,1_B,27,10.388411150227968,forty-five
37,MBL-R,motif7,0.191205,2.770224,2.5790189999999997,Yoked,1_B,31,12.020074299568947,forty-five
38,MBL-R,motif8,0.180008,1.731291,1.551283,Yoked,1_B,18,11.60329868889171,forty-five
39,MBL-R,motif9,0.276535,3.550769,3.274234,Yoked,1_B,29,8.857033431330809,forty-five
40,Mg,motif1,0.175113,1.709619,1.534506,Contingent,1_G,15,9.775132844055351,forty-five
41,Mg,motif10,0.174838,1.81828,1.6434419999999998,Contingent,1_G,19,11.561101639120821,forty-five
42,Mg,motif2,0.13253,1.882216,1.7496859999999999,Contingent,1_G,18,10.287560167938706,forty-five
43,Mg,motif3,0.153104,2.033429,1.880325,Contingent,1_G,22,11.700105035033838,forty-five
44,Mg,motif4,0.096556,1.603056,1.5065,Contingent,1_G,15,9.956853634251576,forty-five
45,Mg,motif5,0.074931,1.938095,1.8631639999999998,Contingent,1_G,22,11.80787091206142,forty-five
46,Mg,motif6,0.107453,2.274096,2.166643,Contingent,1_G,22,10.153957066300261,forty-five
47,Mg,motif7,0.285314,2.415769,2.130455,Contingent,1_G,24,11.265199218007421,forty-five
48,Mg,motif8,0.175852,2.713634,2.537782,Contingent,1_G,29,11.427301478219958,forty-five
49,Mg,motif9,0.138024,1.888605,1.7505810000000002,Contingent,1_G,16,9.139822721713534,forty-five
50,O-LGN,motif1,0.035524,1.381174,1.34565,Contingent,1_,11,8.174488165570542,forty-five
51,O-LGN,motif10,0.033899,1.751437,1.717538,Contingent,1_,18,10.480117470472269,forty-five
52,O-LGN,motif2,0.028474,1.378821,1.3503470000000002,Contingent,1_,19,14.070457445382555,forty-five
53,O-LGN,motif3,0.024516,1.236226,1.21171,Contingent,1_,15,12.37919964347905,forty-five
54,O-LGN,motif4,0.050137,1.735293,1.6851559999999999,Contingent,1_,18,10.681503670876763,forty-five
55,O-LGN,motif5,0.031215,1.424621,1.393406,Contingent,1_,17,12.200320653133401,forty-five
56,O-LGN,motif6,0.030519,1.425429,1.39491,Contingent,1_,18,12.904058326343634,forty-five
57,O-LGN,motif7,0.032025,1.051836,1.019811,Contingent,1_,14,13.728033920010668,forty-five
58,O-LGN,motif8,0.026145,1.349598,1.323453,Contingent,1_,13,9.822789324592563,forty-five
59,O-LGN,motif9,0.024011,1.416875,1.392864,Contingent,1_,15,10.769177751740298,forty-five
60,O-Pi,motif1,0.055304,1.111615,1.056311,Yoked,2_,12,11.36029067197066,forty-five
61,O-Pi,motif10,0.052187,1.141378,1.089191,Yoked,2_,12,11.017351410358698,forty-five
62,O-Pi,motif2,0.104029,1.013155,0.909126,Yoked,2_,9,9.899617874750035,forty-five
63,O-Pi,motif3,0.032226,1.474544,1.442318,Yoked,2_,19,13.173239188583933,forty-five
64,O-Pi,motif4,0.082857,1.225872,1.1430150000000001,Yoked,2_,8,6.999033258531164,forty-five
65,O-Pi,motif5,0.021935,1.040381,1.018446,Yoked,2_,12,11.782657107004201,forty-five
66,O-Pi,motif6,0.031764,0.774535,0.742771,Yoked,2_,9,12.11678969695909,forty-five
67,O-Pi,motif7,0.038515,1.756199,1.717684,Yoked,2_,18,10.479226679645382,forty-five
68,O-Pi,motif8,0.0,1.290346,1.290346,Yoked,2_,17,13.174760878090062,forty-five
69,O-Pi,motif9,0.013355,1.209166,1.195811,Yoked,2_,16,13.380040825849571,forty-five
70,R,motif1,0.041373,2.135229,2.0938559999999997,Contingent,1_E,31,14.805220607338807,forty-five
71,R,motif10,0.128648,2.212198,2.08355,Contingent,1_E,23,11.038851959396224,forty-five
72,R,motif2,0.048553,1.83589,1.787337,Contingent,1_E,20,11.18983157625003,forty-five
73,R,motif3,0.0,1.000865,1.000865,Contingent,1_E,12,11.989628970940139,forty-five
74,R,motif4,0.046228,1.636478,1.5902500000000002,Contingent,1_E,19,11.947806948592987,forty-five
75,R,motif5,0.129658,1.938164,1.808506,Contingent,1_E,21,11.611794486719978,forty-five
76,R,motif6,0.094521,2.344112,2.249591,Contingent,1_E,24,10.668605982154089,forty-five
77,R,motif7,0.137369,1.938729,1.8013599999999999,Contingent,1_E,20,11.102722387529424,forty-five
78,R,motif8,0.044839,1.296062,1.251223,Contingent,1_E,11,8.791398495711796,forty-five
79,R,motif9,0.087044,1.855096,1.7680520000000002,Contingent,1_E,26,14.705449839710596,forty-five
80,R-W,motif1,0.03071,1.230098,1.199388,Contingent,1_B,15,12.506378252908984,forty-five
81,R-W,motif10,0.0122,1.200356,1.188156,Contingent,1_B,17,14.307885496517292,forty-five
82,R-W,motif2,0.033303,1.29112,1.257817,Contingent,1_B,19,15.105536019945669,forty-five
83,R-W,motif3,0.105468,1.234426,1.128958,Contingent,1_B,18,15.943905796318376,forty-five
84,R-W,motif4,0.018343,1.761663,1.74332,Contingent,1_B,24,13.766835692816006,forty-five
85,R-W,motif5,0.042738,1.484632,1.441894,Contingent,1_B,17,11.790048366939594,forty-five
86,R-W,motif6,0.014564,1.035398,1.020834,Contingent,1_B,16,15.673459152026675,forty-five
